Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-20,38.940482536179715,39.418385768202285,37.8491711145735,38.70285323382106,13988862,0.0,0.0
2015-03-23,39.22588637196302,38.96067320369721,37.908643672194714,38.64055555730419,14529663,0.0,0.0
2015-03-24,37.9427135804105,39.134164664706454,38.31911213980382,38.770325936505216,11186728,0.0,0.0
2015-03-25,39.385566940336886,39.50189161172278,39.04700043169949,39.09330491441817,16876509,0.0,0.0
2015-03-26,38.84572138413518,39.32010006247349,38.60495274744555,38.979790953756066,19309480,0.0,0.0
2015-03-27,39.03757217547445,39.10643323597536,38.569158680763074,38.95425322781853,15534162,0.0,0.0
2015-03-30,39.1824082339918,38.9648463814771,38.057053515359684,38.652433149110614,21133063,0.0,0.0
2015-03-31,37.726477490847266,38.9033420694166,37.978901531124215,38.323570816553186,20646306,0.38157708634025644,0.0
2015-04-01,38.0909240378795,39.733525465625206,37.66003508107549,38.59724625860105,18701582,0.0,0.0
2015-04-02,38.06623782761771,39.23867615915603,38.790482452020846,39.03395280747461,17407590,0.0,0.0
2015-04-03,38.76752049459378,39.95849775886223,38.32944692028428,39.04209996547567,15108236,0.0,0.0
2015-04-06,40.0380406698411,39.429134054123764,38.56762473477521,39.37282449765169,18945021,0.0,0.0
2015-04-07,39.45059966126136,39.66702937065775,39.152239304079174,39.51089325549809,14515331,0.0,0.0
2015-04-08,38.676784943434846,39.74767929839291,38.80951592472259,39.34684739126224,10172667,0.0,0.0
2015-04-09,39.241827704044994,39.663559566171436,38.552591502222846,39.484667076332514,17165110,0.0,0.0
2015-04-10,39.23145797391276,40.17293587601273,39.70154461364361,39.97538882565807,14060402,0.0,0.0
2015-04-13,39.43126735841519,40.43291543105499,39.09630290842344,39.99386040928077,12205934,0.0,0.0
2015-04-14,40.68678981785854,40.69588982008558,39.93467141822671,40.492380362726685,17493271,0.0,0.0
2015-04-15,39.14855333721266,39.92392917849356,38.94709150731138,39.73549000036567,18499077,0.0,0.0
2015-04-16,40.56731624163787,40.29263706566137,39.909497574718365,40.01099908903622,12141318,0.0,0.0
2015-04-17,40.03039543184736,40.98881804437401,40.01813273152075,40.06595557726253,15771257,0.0,0.0
2015-04-20,40.04779598979541,40.45912858950314,39.54964709179857,40.00499863782315,18203203,0.0,0.0
2015-04-21,39.92198742388487,40.42921719073899,39.642741238583326,40.06117390768882,11895851,0.0,0.0
2015-04-22,39.87987483972592,40.095735799055404,39.328289419847906,39.49345092045406,21656064,0.0,0.0
2015-04-23,39.84757652025579,39.600453151371994,39.33249829826022,39.45599657636728,10506759,0.0,0.0
2015-04-24,39.75900317194705,39.61481949900961,39.40579091703221,39.59147599599096,22029369,0.0,0.0
2015-04-27,40.34548173320325,40.14391252623368,39.54753604880722,40.063087180249426,16124274,0.0,0.0
2015-04-28,39.82970047610747,40.135739509984326,39.60413713399733,39.935745311067684,16073560,0.0,0.0
2015-04-29,39.99233306432031,40.574066331710505,39.567927467288534,39.72123156086579,10396468,0.0,0.0
2015-04-30,39.429693940153676,40.241180079708755,38.95588030547926,39.59863282789058,15426585,0.0,0.0
2015-05-01,39.902190625115885,40.68645915717747,39.823845815814344,39.901074814034686,17197656,0.0,0.0
2015-05-04,39.89009152140974,40.40091118604214,39.51606588720441,40.02741339609288,15373206,0.0,0.0
2015-05-05,39.66748014674109,40.69137805456998,39.44188997338255,39.89608941640069,13967376,0.0,0.0
2015-05-06,39.73300760156022,40.310098646177494,39.48918028015622,40.077563500421114,13067676,0.0,0.0
2015-05-07,40.36791439074306,40.79085159928914,39.97007550138922,40.13406933881362,18674109,0.0,0.0
2015-05-08,41.10723603886747,41.67293652366025,39.7033351032188,40.45193308246074,16681740,0.0,0.0
2015-05-11,40.85402501952203,40.886822352818946,39.78217471780764,40.26847403368725,20539552,0.0,0.0
2015-05-12,39.56893520069765,40.34754054770351,40.08357485024125,40.19721786867037,13776833,0.0,0.0
2015-05-13,40.75111400036742,40.7352352835091,39.711449683178216,40.10651247466399,14149142,0.0,0.0
2015-05-14,39.53518934450563,39.78053684376171,39.53927694028434,39.6942685953146,19508002,0.0,0.0
2015-05-15,40.11016433128827,39.82407145352365,38.90808129339631,39.80979782371547,10708721,0.0,0.0
2015-05-18,39.46158141876056,40.12508793416138,39.78264836206278,39.914689084784165,11884066,0.0,0.0
2015-05-19,40.01366829317066,40.87938208970968,39.82662166107044,39.942678336233655,18432401,0.0,0.0
2015-05-20,40.05549854510273,40.38844977687753,39.575285665711526,39.898636953654275,11704405,0.0,0.0
2015-05-21,38.75793665050727,40.40817241794524,39.367944304745585,39.500239046467094,11534836,0.0,0.0
2015-05-22,39.704269928392485,39.69555706466221,38.69188414844815,39.40013634522039,21106095,0.0,0.0
2015-05-25,39.99625699927895,40.148669322425505,38.68377587404652,39.32328949535979,11202781,0.0,0.0
2015-05-26,39.021125492980495,39.32412237276281,38.98508007850585,39.10844946582131,16626558,0.0,0.0
2015-05-27,39.765865659023206,40.31699925489212,38.969466108379386,39.0857815936092,15320594,0.0,0.0
2015-05-28,39.13774168657322,39.60069291209035,39.227184720931305,39.232588433299426,7302149,0.0,0.0
2015-05-29,40.248700851913505,40.352709251235424,39.51462170766869,39.823908586390196,17154649,0.0,0.0
2015-06-01,38.79233319627764,40.256157596782714,39.771258192265165,39.90161817925319,16733787,0.0,0.0
2015-06-02,41.21347937516549,40.07822668363301,39.718708243137534,40.00409048550876,16575289,0.0,0.0
2015-06-03,40.75456304379377,41.179528699790374,38.9585174341532,40.006833921172294,17724279,0.0,0.0
2015-06-04,39.31383612517699,39.75547113616731,39.13728746019,39.45614887730383,16590951,0.0,0.0
2015-06-05,38.48696472906698,40.0999832769497,39.322056380602994,39.47300924238889,17221815,0.0,0.0
2015-06-08,39.659774328663644,40.39399597891008,39.36391850135056,39.5157601445109,13145767,0.0,0.0
2015-06-09,39.557318267503746,41.46505505626467,39.55829540038405,40.279281041040626,14586202,0.0,0.0
2015-06-10,40.468413326893646,40.248217597507576,39.78009450135574,40.2459865581149,11273287,0.0,0.0
2015-06-11,40.566512098617466,40.97308002464647,40.05925768997355,40.36072923903532,11187382,0.0,0.0
2015-06-12,39.90375640950055,41.186878439025065,40.06405869018969,40.37445799400157,18097401,0.0,0.0
2015-06-15,40.608343332013256,40.49388338715722,39.566367851648046,40.047859820206064,12089270,0.0,0.0
2015-06-16,40.817361357081296,40.70877543466115,40.204103091170914,40.41457400567821,17655687,0.0,0.0
2015-06-17,41.151794188997684,41.41466456935673,40.19372535655313,40.663882520353404,15448769,0.0,0.0
2015-06-18,40.92920999320464,41.95916375001363,40.27786133626829,40.92478114137019,15996547,0.0,0.0
2015-06-19,39.9676515169045,41.01884472686898,40.41439063867673,40.675413550361355,20337659,0.0,0.0
2015-06-22,41.6084954184503,41.66222295933901,40.06983723774483,41.11955928234473,15905446,0.0,0.0
2015-06-23,40.58698368896616,41.93593097617396,40.37928587390395,40.722169388534056,18821754,0.0,0.0
2015-06-24,40.22635905783239,41.24716901527632,40.7190024233332,40.92124912942872,16108088,0.0,0.0
2015-06-25,42.27728451044279,41.81039716127862,40.55612061542977,41.60126482745563,17944021,0.0,0.0
2015-06-26,42.37654231622779,41.53905466223986,41.15648789872667,41.326838555976536,23272038,0.40703726287581654,0.0
2015-06-29,41.15891464118034,42.139532843664604,39.81984584343631,41.17953870566994,11412474,0.0,0.0
2015-06-30,42.3114382388607,41.76004315642572,39.995608518557795,41.231877661559054,19129090,0.0,0.0
2015-07-01,41.14878919763726,41.358915903648736,41.08215099472396,41.10313183333158,17612948,0.0,0.0
2015-07-02,40.4698542940625,40.94264249222015,40.28574264399511,40.66008224614568,15776672,0.0,0.0
2015-07-03,40.38742318890716,40.72921985249178,40.4734216769416,40.70265241599989,20100806,0.0,0.0
2015-07-06,41.224354888434604,40.7440949029416,40.304251587327094,40.405813684438236,10939863,0.0,0.0
2015-07-07,40.17952223925652,42.10894256703833,39.862308176912045,40.56959417995041,14253602,0.0,0.0
2015-07-08,40.68295400217521,40.49468671368507,39.98901246147337,40.31531934718772,12645927,0.0,0.0
2015-07-09,40.522119156117746,40.94939625541218,40.25399297872748,40.80170107364735,18668159,0.0,0.0
2015-07-10,40.35782138220371,41.28873472216646,39.594372078984485,40.58797476349089,12729439,0.0,0.0
2015-07-13,41.02757841981445,40.74721715498381,39.96252871681363,40.51245357282967,16676797,0.0,0.0
2015-07-14,40.58743448878175,40.90252014571051,39.67215473105042,40.77745291192643,15765687,0.0,0.0
2015-07-15,40.22658634288969,41.493565517252044,40.26230828851662,40.428984032599836,15304282,0.0,0.0
2015-07-16,41.0842603599645,41.47388885950736,40.489741929887636,40.5178580113771,16610311,0.0,0.0
2015-07-17,41.72918041561691,41.21646646432649,40.86042833329519,40.9304817690061,16257253,0.0,0.0
2015-07-20,40.79090692384749,40.560124801492734,40.43099706763854,40.46856202220537,14043694,0.0,0.0
2015-07-21,40.21673617617619,40.58909314977438,39.98001854592212,40.544121063988165,23781914,0.0,0.0
2015-07-22,40.386793575118745,40.91744365397097,40.52612101963391,40.64209782476753,14028382,0.0,0.0
2015-07-23,40.9364566658143,41.0161366200078,39.97789414040401,40.89649903394428,9619178,0.0,0.0
2015-07-24,40.705575020549745,41.0062794378796,39.71602595852099,40.54510998958692,14230649,0.0,0.0
2015-07-27,39.67457744618641,40.849737408875164,39.98556729524686,40.1685104012563,13081167,0.0,0.0
2015-07-28,40.705989877777945,40.72131523083884,40.048613130881854,40.34447090798801,18358239,0.0,0.0
2015-07-29,40.495541077411445,40.83477778086975,39.48862850432633,40.45278441259165,16506525,0.0,0.0
2015-07-30,39.689135710137684,41.03617861383842,39.791449505288924,40.54698986945675,16667165,0.0,0.0
2015-07-31,40.205357634943994,41.21603005101873,39.983159481551205,40.669820876174356,14504087,0.0,0.0
2015-08-03,40.232484061301776,40.868085485281206,39.81884862617032,40.48454839812761,15088311,0.0,0.0
2015-08-04,40.53636845779542,40.72687163051918,40.53149132503123,40.572797302215946,14328451,0.0,0.0
2015-08-05,41.62376856490125,41.17969236790764,40.41575318492942,40.67912916714925,15288079,0.0,0.0
2015-08-06,40.60215632681551,40.50348177123209,40.03390565997394,40.483070673745694,18486292,0.0,0.0
2015-08-07,40.640500313858865,41.340967231867985,39.47676015096045,41.060886258808175,18897304,0.0,0.0
2015-08-10,41.33127056895013,41.540271014758964,39.83009885161635,41.22095516679655,17300683,0.0,0.0
2015-08-11,40.70527458555692,41.00179565373983,40.508029757136434,40.88131845928386,18196860,0.0,0.0
2015-08-12,41.258252832844896,41.222773310689696,40.75243719829628,41.09587371307813,18726103,0.0,0.0
2015-08-13,41.111176585624044,41.278032661221715,40.46182289367921,40.82089274210624,17239354,0.0,0.0
2015-08-14,41.67889087490684,41.18318861158739,40.69242518367119,41.074275551294875,17343458,0.0,0.0
2015-08-17,41.42680185204319,42.401541729887434,40.87406825242251,41.438945099878204,20389766,0.0,0.0
2015-08-18,42.029144548509386,41.51326850018802,40.16838374101051,41.20966428470947,14151266,0.0,0.0
2015-08-19,41.969444909004494,41.692834522080105,40.99090849675114,41.515433577736395,13961618,0.0,0.0
2015-08-20,41.30213668988909,41.81592726727259,41.64136273699585,41.65585646229518,12144349,0.0,0.0
2015-08-21,43.02382269004806,42.07074444779982,41.0693985479905,41.918894857173825,16863935,0.0,0.0
2015-08-24,42.667681693961256,42.543562991463396,41.539852285708285,42.50418443732621,12365251,0.0,0.0
2015-08-25,42.029088382363526,42.751910933616664,41.59939099724554,42.446650634349645,16674131,0.0,0.0
2015-08-26,43.062899506884065,42.790490339335015,40.85659883223059,42.23644298126885,15723458,0.0,0.0
2015-08-27,43.024220833507414,42.394541172876096,41.544854765388465,41.98533204090819,19659473,0.0,0.0
2015-08-28,41.73964954227086,42.50977792481587,41.65488352556462,41.756162174130644,14130097,0.0,0.0
2015-08-31,41.49660922790786,42.40099019923693,41.68402158926103,41.74843435809566,14428684,0.0,0.0
2015-09-01,41.779824304600474,42.17197043192157,41.77222653020464,41.8660117833273,18954497,0.0,0.0
2015-09-02,42.3214455236378,42.185600473101864,41.07587414092685,41.96407965987895,19639746,0.0,0.0
2015-09-03,42.86605208086005,42.71484454099842,41.718400032703066,42.22712375334479,14274763,0.0,0.0
2015-09-04,42.530985275220566,43.06707275519942,42.09389297651698,42.24574160978878,15638432,0.0,0.0
2015-09-07,42.74720859440636,42.9884673869597,42.226865890708936,42.696346990170476,18136283,0.0,0.0
2015-09-08,43.38032855929087,42.747339525895015,41.420958347064946,42.63132267413865,16446081,0.0,0.0
2015-09-09,43.30515521672559,43.84948720579527,43.2585052106565,43.46157345325135,18363526,0.0,0.0
2015-09-10,44.17876037974412,44.02838466642367,42.88537444789961,43.66330071056066,19852786,0.0,0.0
2015-09-11,43.275975860104246,43.68899278581291,43.16123058162898,43.420007259279885,10547356,0.0,0.0
2015-09-14,43.32793131618356,43.71170293547953,42.766853379334165,43.11241983717811,15274546,0.0,0.0
2015-09-15,43.2138868775557,43.291074068578595,43.21154294183404,43.27066815995093,17135033,0.0,0.0
2015-09-16,43.18903587153754,43.76695958304438,42.66494739912424,43.21696196286395,16640205,0.0,0.0
2015-09-17,43.25562731084017,43.817807796258094,43.44023257444739,43.444320569571275,20195070,0.0,0.0
2015-09-18,44.271702940883635,44.76721321450686,42.59766846331371,43.59927592529329,19369452,0.0,0.0
2015-09-21,43.22377371081919,43.825381868232796,42.83813030852553,43.59023672987345,14188571,0.0,0.0
2015-09-22,42.97871718700751,43.5446230911223,43.21535097213651,43.348833313281865,20106630,0.0,0.0
2015-09-23,43.96733566878235,43.02515525546244,42.18693725220053,42.90683888585979,15067846,0.4255133137080075,0.0
2015-09-24,43.27409279469744,44.513497519411395,42.447252804028686,42.785169012370275,18401011,0.0,0.0
2015-09-25,41.86164112688954,43.28010336888364,42.71606581232915,43.054197976236054,21776712,0.0,0.0
2015-09-28,42.84773062047641,43.779938533254004,42.635965221971304,43.130359990081615,19025642,0.0,0.0
2015-09-29,41.86240200524803,42.82963946584445,42.20630836003766,42.768396674029056,17127127,0.0,0.0
2015-09-30,42.35658822183434,43.97313454288799,42.376138945509766,42.83193356854197,14322348,0.0,0.0
2015-10-01,41.389678247872475,43.010872772557754,42.54356857613564,42.9589355809895,11049236,0.0,0.0
2015-10-02,42.636514434496796,43.23864422231046,42.46001972579441,42.705009223343765,17201250,0.0,0.0
2015-10-05,42.19121069670753,43.3493428843502,41.4947340841283,42.76218160628819,11940210,0.0,0.0
2015-10-06,42.82047559293917,43.143249700641256,42.42446240632169,42.79052296454095,12762302,0.0,0.0
2015-10-07,41.64577380399646,42.532699727986646,41.707389869958256,42.45833443343773,13088705,0.0,0.0
2015-10-08,42.61765287623119,42.98209148707305,42.55454521403574,42.57619694964517,14208135,0.0,0.0
2015-10-09,42.54732417115049,43.869945475485224,41.99134795622335,42.75478231021066,15809018,0.0,0.0
2015-10-12,43.840847818028,43.2975059773256,42.49136911618959,43.089871335433706,17496288,0.0,0.0
2015-10-13,44.121687649237266,44.60944392075753,43.35669696247459,43.41600921836445,14829169,0.0,0.0
2015-10-14,43.40520206765989,43.537810163582805,42.89794647232307,43.01252926615475,20225250,0.0,0.0
2015-10-15,42.57751929906594,43.04988514246754,42.320325611493985,42.74082618939655,15733899,0.0,0.0
2015-10-16,43.897494976001546,43.14211113388599,42.28446119590575,42.9048047783714,13456725,0.0,0.0
2015-10-19,42.291714514065745,43.322634454897596,43.055247887377654,43.06823215298566,16496013,0.0,0.0
2015-10-20,42.53008233127205,44.481914759791295,42.73175527628123,43.23186164605388,21708805,0.0,0.0
2015-10-21,44.35472835599944,44.58234210666683,43.21524608437562,44.39661990594397,21829272,0.0,0.0
2015-10-22,45.703668589877275,45.14176419566993,44.117922541668484,44.57664953541671,14811581,0.0,0.0
2015-10-23,44.824735962295755,44.9588566693286,44.50997313051574,44.925905415730796,12163895,0.0,0.0
2015-10-26,45.1288932822204,46.17366705105417,45.14789800499013,45.220515903825046,15814815,0.0,0.0
2015-10-27,44.703211900148695,45.45987350598469,45.18899693427458,45.4241670782046,16723040,0.0,0.0
2015-10-28,45.8106088158919,46.496545962367605,44.86980512027578,45.33764402325671,14269872,0.0,0.0
2015-10-29,46.04980464433997,46.42558950905834,45.154182227029914,45.5732165171753,11181708,0.0,0.0
2015-10-30,45.743612390830776,45.39125215700124,45.31027332800486,45.34907479013082,13569012,0.0,0.0
2015-11-02,44.970948929111835,45.93186295490099,44.48129626260738,45.28555926553552,19681193,0.0,0.0
2015-11-03,44.79395121543801,45.39550666092136,44.91581729381066,45.14730459962451,19993276,0.0,0.0
2015-11-04,44.53248458691811,46.33373509675302,45.13835912951473,45.1790457121206,12498788,0.0,0.0
2015-11-05,45.92238301747977,46.51667045493794,45.46618456772944,45.8804467665993,20525275,0.0,0.0
2015-11-06,44.786891794323914,46.38971358499185,44.89655735946548,45.327095458963164,14231038,0.0,0.0
2015-11-09,44.95091844143062,45.726789834004165,44.95857754404855,45.539626694055265,20275605,0.0,0.0
2015-11-10,44.850444852530515,45.22680180365537,44.696605085105176,45.06229021098585,18122389,0.0,0.0
2015-11-11,44.682436125007186,45.12907673618212,44.417767064440675,44.927014212599296,18525304,0.0,0.0
2015-11-12,44.990839164721535,46.55254185937813,45.10918905279564,45.25982842913251,11518791,0.0,0.0
2015-11-13,45.51828945011054,46.389542031711315,44.36819869039332,45.285067151690406,17159104,0.0,0.0
2015-11-16,45.00704822914733,46.46412013996556,43.774871392544945,44.96752432807219,16564691,0.0,0.0
2015-11-17,44.614461926514686,44.865319412803814,44.543722319952536,44.758539941770245,18600709,0.0,0.0
2015-11-18,45.059358807807904,45.16725631903937,44.01884399729988,44.96785234365216,18791165,0.0,0.0
2015-11-19,44.25823850573381,45.772139382235075,44.4573844095104,44.75400202628612,16266605,0.0,0.0
2015-11-20,44.87666543663212,45.817058334188694,44.7494705128657,44.82402612467728,13547631,0.0,0.0
2015-11-23,44.91791255855743,45.62810557987162,43.696035901853016,44.84261131213511,17432014,0.0,0.0
2015-11-24,43.90034880240133,44.79706375372256,43.90968279350581,44.65187223208007,15773231,0.0,0.0
2015-11-25,45.797471033950536,46.045235038085906,44.63640999053751,45.299624156765354,15620404,0.0,0.0
2015-11-26,45.05347967745119,45.89604687724998,44.539168871817125,45.49419653006469,13212405,0.0,0.0
2015-11-27,44.93603359416305,45.4546603879763,44.4675660323111,44.89087869455983,13585095,0.0,0.0
2015-11-30,45.53307438891044,45.36073633241842,44.76375134574002,44.95086851864281,13769075,0.0,0.0
2015-12-01,45.21905340223285,45.11815139776771,44.06049583078332,44.756215023375916,19281343,0.0,0.0
2015-12-02,45.032823412187355,45.38586691582522,44.87827266466838,45.015656717902935,16830697,0.0,0.0
2015-12-03,44.600192284399455,45.34121019671884,44.75686350875074,44.78144178584049,14581771,0.0,0.0
2015-12-04,45.22414804801077,45.492037741712686,44.307598152840846,44.750392093722986,17569816,0.0,0.0
2015-12-07,45.24243732297556,45.053641322954135,44.17076803354436,44.905089834071255,13276058,0.0,0.0
2015-12-08,44.85866613074122,45.99303756039283,44.66100029352956,45.16784864076328,16599844,0.0,0.0
2015-12-09,44.41317622078564,45.155572776855095,43.488267116407364,44.81062304428648,16247236,0.0,0.0
2015-12-10,43.676789880871354,45.19447173185931,44.69871871484851,44.71296747171935,17825669,0.0,0.0
2015-12-11,44.65002647520038,44.72713820262657,44.376752783037695,44.57301055435858,10968099,0.0,0.0
2015-12-14,44.33802188101139,45.164702689657304,44.21333575300669,44.37937075352059,13417605,0.0,0.0
2015-12-15,45.479294399813796,45.04196280827289,44.69112940549852,44.91119871249253,12744402,0.0,0.0
2015-12-16,45.21424561220667,45.39356435531647,44.950445430919885,45.034718065466485,14838806,0.0,0.0
2015-12-17,45.32542591339269,44.98244802821805,43.643153225795224,44.658311316306346,20516316,0.0,0.0
2015-12-18,44.58668027550237,45.67834084763981,44.6780619411789,44.93536238946045,14868913,0.0,0.0
2015-12-21,46.14261141918483,46.03931568896566,45.318300461908045,45.57353625370102,16658817,0.4127686682278026,0.0
2015-12-22,45.62017963748365,46.16586980194662,45.540366891846126,45.88463782703598,19170681,0.0,0.0
2015-12-23,45.818822336986145,45.63978050097191,45.31427835502382,45.43002430609001,20478716,0.0,0.0
2015-12-24,44.55640832378901,45.8554277943416,44.17397164799869,45.285787520054356,15455470,0.0,0.0
2015-12-25,45.784298420261614,46.274108054938424,45.54116960829868,45.66673077057852,18958860,0.0,0.0
2015-12-28,44.46279284845906,45.819789747135125,45.4416404996055,45.455136819182016,12827106,0.0,0.0
2015-12-29,45.45525829762893,46.429243734063455,45.259005391128575,45.58882704059981,19802374,0.0,0.0
2015-12-30,46.04177668294633,46.25963659292454,45.06624205401302,45.82159968600737,22609982,0.0,0.0
2015-12-31,45.28325727594689,45.85689123492076,44.20486673036421,45.543741551562434,17952938,0.0,0.0
2016-01-01,45.00072526578211,46.9511522103,45.21822531280704,45.525944080160095,8835992,0.0,0.0
2016-01-04,44.9765229367899,44.94416487477889,44.49814640867706,44.55346370214193,18187711,0.0,0.0
2016-01-05,44.194156097033485,44.26650094269834,44.22147515548301,44.24588749195695,18376357,0.0,0.0
2016-01-06,43.92491264247232,44.772404592578994,42.58998630520385,44.16969796598766,14116498,0.0,0.0
2016-01-07,43.81573331703814,44.40999679149402,43.30527952406798,43.794785356461,20691158,0.0,0.0
2016-01-08,45.60210768699658,44.7273500915766,44.19465218913754,44.28377311602379,19209410,0.0,0.0
2016-01-11,44.43058912622698,44.04604428861923,43.57207105978121,43.853837701336204,15030250,0.0,0.0
2016-01-12,44.302061434690465,43.84362714744498,43.25418942723085,43.72077460059654,15762109,0.0,0.0
2016-01-13,43.97656405058682,45.22792527866527,43.50644036848364,43.75879089109064,12508581,0.0,0.0
2016-01-14,44.27305413809788,45.59551160176134,43.91736478481003,44.18981150180931,16607348,0.0,0.0
2016-01-15,42.559495486775745,44.15586050969288,43.086981053712144,43.757536630940955,15497594,0.0,0.0
2016-01-18,43.76532516123064,44.407608069846496,43.85423834471985,44.10481533446221,20260678,0.0,0.0
